         8	    0.000001355
        16	    0.000000648
        32	    0.000000576
        64	    0.000000580
       128	    0.000000624
       256	    0.000000707
       512	    0.000000953
      1024	    0.000001173
      2048	    0.000001732
      4096	    0.000002728
      8192	    0.000002400
     16384	    0.000003710
     32768	    0.000006180
     65536	    0.000011313
    131072	    0.000021154
    262144	    0.000040339
    524288	    0.000079486
   1048576	    0.000157359
   2097152	    0.000313334
   4194304	    0.000627702
   8388608	    0.001295159
  16777216	    0.001867269
  33554432	    0.002829654
  67108864	    0.004741969
 134217728	    0.008766660
 268435456	    0.016796459
 536870912	    0.032697163
1073741824	    0.063833365
         8	    0.000001347
        16	    0.000000626
        32	    0.000000573
        64	    0.000000593
       128	    0.000000653
       256	    0.000000683
       512	    0.000000963
      1024	    0.000001269
      2048	    0.000001918
      4096	    0.000002830
      8192	    0.000002121
     16384	    0.000003352
     32768	    0.000005900
     65536	    0.000010773
    131072	    0.000020758
    262144	    0.000041091
    524288	    0.000078139
   1048576	    0.000156481
   2097152	    0.000313306
   4194304	    0.000630146
   8388608	    0.001263146
  16777216	    0.001742188
  33554432	    0.002775227
  67108864	    0.004768228
 134217728	    0.008636572
 268435456	    0.016557534
 536870912	    0.032371815
1073741824	    0.063926944
         8	    0.000001375
        16	    0.000000682
        32	    0.000000578
        64	    0.000000587
       128	    0.000000602
       256	    0.000000709
       512	    0.000000945
      1024	    0.000001386
      2048	    0.000001855
      4096	    0.000002705
      8192	    0.000002134
     16384	    0.000003598
     32768	    0.000006194
     65536	    0.000011471
    131072	    0.000021397
    262144	    0.000040713
    524288	    0.000080446
   1048576	    0.000158717
   2097152	    0.000314007
   4194304	    0.000624958
   8388608	    0.001273358
  16777216	    0.001734950
  33554432	    0.002698818
  67108864	    0.004644936
 134217728	    0.008565985
 268435456	    0.016572895
 536870912	    0.032234483
1073741824	    0.063672229
         8	    0.000001314
        16	    0.000000643
        32	    0.000000571
        64	    0.000000581
       128	    0.000000606
       256	    0.000000727
       512	    0.000000986
      1024	    0.000001255
      2048	    0.000001874
      4096	    0.000002819
      8192	    0.000002096
     16384	    0.000003372
     32768	    0.000007388
     65536	    0.000011150
    131072	    0.000021425
    262144	    0.000041140
    524288	    0.000080850
   1048576	    0.000158443
   2097152	    0.000317025
   4194304	    0.000632974
   8388608	    0.001307508
  16777216	    0.001716251
  33554432	    0.002772847
  67108864	    0.004739196
 134217728	    0.008577243
 268435456	    0.016477144
 536870912	    0.032293392
1073741824	    0.063786523
         8	    0.000001351
        16	    0.000000636
        32	    0.000000572
        64	    0.000000582
       128	    0.000000623
       256	    0.000001284
       512	    0.000001017
      1024	    0.000001278
      2048	    0.000001843
      4096	    0.000002831
      8192	    0.000002254
     16384	    0.000003512
     32768	    0.000006076
     65536	    0.000010939
    131072	    0.000021324
    262144	    0.000041686
    524288	    0.000080181
   1048576	    0.000156237
   2097152	    0.000314871
   4194304	    0.000627152
   8388608	    0.001244166
  16777216	    0.001766520
  33554432	    0.002701059
  67108864	    0.004745370
 134217728	    0.008595549
 268435456	    0.016587471
 536870912	    0.032329985
1073741824	    0.063698622
